ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,XCA_FARE,BUSINESS_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
6092,2018,BUR,SAT,LOS ANGELES                                       ,CA,USA                                               ,SAN ANTONIO                                       ,TX,USA                                               ,DL,C,292,239.0000,159.0000,0.0000,BURBANK AIRPORT                                                                                               ,                                                                                                              ,LOS ANGELESCA-BUR                                      ,SAN ANTONIOTX-SAT                                      ,10/01/2017,09/30/2018
6093,2018,BUR,TUS,LOS ANGELES                                       ,CA,USA                                               ,TUCSON                                            ,AZ,USA                                               ,WN,C,88,209.0000,94.0000,0.0000,BURBANK AIRPORT                                                                                               ,                                                                                                              ,LOS ANGELESCA-BUR                                      ,TUCSONAZ-TUS                                           ,10/01/2017,09/30/2018
6094,2018,BWI,BZN,WASHINGTON                                        ,DC,USA                                               ,BOZEMAN                                           ,MT,USA                                               ,UA,C,103,402.0000,213.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,BOZEMANMT-BZN                                          ,10/01/2017,09/30/2018
6095,2018,BWI,CHA,WASHINGTON                                        ,DC,USA                                               ,CHATTANOOGA                                       ,TN,USA                                               ,UA,C,274,183.0000,123.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,CHATTANOOGATN-CHA                                      ,10/01/2017,09/30/2018
6096,2018,BWI,CID,WASHINGTON                                        ,DC,USA                                               ,CEDAR RAPIDS                                      ,IA,USA                                               ,DL,C,413,224.0000,149.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,CEDAR RAPIDSIA-CID                                     ,10/01/2017,09/30/2018
6097,2018,BWI,CLL,WASHINGTON                                        ,DC,USA                                               ,COLLEGE STATION                                   ,TX,USA                                               ,AA,C,150,259.0000,147.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,COLLEGE STATIONTX-CLL                                  ,10/01/2017,09/30/2018
6098,2018,BWI,CMI,WASHINGTON                                        ,DC,USA                                               ,CHAMPAIGN                                         ,IL,USA                                               ,AA,C,104,436.0000,248.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,CHAMPAIGNIL-CMI                                        ,10/01/2017,09/30/2018
6099,2018,BWI,CRP,WASHINGTON                                        ,DC,USA                                               ,CORPUS CHRISTI                                    ,TX,USA                                               ,WN,C,505,206.0000,161.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,CORPUS CHRISTITX-CRP                                   ,10/01/2017,09/30/2018
6100,2018,BWI,CSG,WASHINGTON                                        ,DC,USA                                               ,COLUMBUS                                          ,GA,USA                                               ,DL,C,936,431.0000,353.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,COLUMBUSGA-CSG                                         ,10/01/2017,09/30/2018
6101,2018,BWI,DAB,WASHINGTON                                        ,DC,USA                                               ,DAYTONA BEACH                                     ,FL,USA                                               ,DL,C,78,202.0000,117.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,DAYTONA BEACHFL-DAB                                    ,10/01/2017,09/30/2018
6102,2018,BWI,DHN,WASHINGTON                                        ,DC,USA                                               ,DOTHAN                                            ,AL,USA                                               ,DL,C,627,550.0000,339.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,DOTHANAL-DHN                                           ,10/01/2017,09/30/2018
6103,2018,BWI,DLH,WASHINGTON                                        ,DC,USA                                               ,DULUTH                                            ,MN,USA                                               ,DL,C,89,325.0000,216.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,DULUTHMN-DLH                                           ,10/01/2017,09/30/2018
6104,2018,BWI,DSM,WASHINGTON                                        ,DC,USA                                               ,DES MOINES                                        ,IA,USA                                               ,UA,C,886,240.0000,169.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,DES MOINESIA-DSM                                       ,10/01/2017,09/30/2018
6106,2018,BWI,EYW,WASHINGTON                                        ,DC,USA                                               ,KEY WEST                                          ,FL,USA                                               ,AA,C,492,236.0000,134.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,KEY WESTFL-EYW                                         ,10/01/2017,09/30/2018
6107,2018,BWI,FAR,WASHINGTON                                        ,DC,USA                                               ,FARGO                                             ,ND,USA                                               ,DL,C,163,293.0000,195.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FARGOND-FAR                                            ,10/01/2017,09/30/2018
6108,2018,BWI,FAT,WASHINGTON                                        ,DC,USA                                               ,FRESNO                                            ,CA,USA                                               ,DL,C,522,361.0000,240.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FRESNOCA-FAT                                           ,10/01/2017,09/30/2018
6109,2018,BWI,FLG,WASHINGTON                                        ,DC,USA                                               ,FLAGSTAFF                                         ,AZ,USA                                               ,AA,C,150,413.0000,234.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FLAGSTAFFAZ-FLG                                        ,10/01/2017,09/30/2018
6110,2018,BWI,FNT,WASHINGTON                                        ,DC,USA                                               ,FLINT                                             ,MI,USA                                               ,WN,C,202,190.0000,126.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FLINTMI-FNT                                            ,10/01/2017,09/30/2018
6111,2018,BWI,FSD,WASHINGTON                                        ,DC,USA                                               ,SIOUX FALLS                                       ,SD,USA                                               ,UA,C,345,318.0000,190.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SIOUX FALLSSD-FSD                                      ,10/01/2017,09/30/2018
6112,2018,BWI,FSM,WASHINGTON                                        ,DC,USA                                               ,FT. SMITH                                         ,AR,USA                                               ,DL,C,104,480.0000,390.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FT. SMITHAR-FSM                                        ,10/01/2017,09/30/2018
6113,2018,BWI,FWA,WASHINGTON                                        ,DC,USA                                               ,FT. WAYNE                                         ,IN,USA                                               ,AA,C,204,329.0000,187.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FT. WAYNEIN-FWA                                        ,10/01/2017,09/30/2018
6114,2018,BWI,GFK,WASHINGTON                                        ,DC,USA                                               ,GRAND FORKS                                       ,ND,USA                                               ,DL,C,152,549.0000,338.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GRAND FORKSND-GFK                                      ,10/01/2017,09/30/2018
6115,2018,BWI,GNV,WASHINGTON                                        ,DC,USA                                               ,GAINESVILLE                                       ,FL,USA                                               ,DL,C,245,294.0000,154.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GAINESVILLEFL-GNV                                      ,10/01/2017,09/30/2018
6116,2018,BWI,GRB,WASHINGTON                                        ,DC,USA                                               ,GREEN BAY                                         ,WI,USA                                               ,DL,C,225,335.0000,223.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GREEN BAYWI-GRB                                        ,10/01/2017,09/30/2018
6117,2018,BWI,GRR,WASHINGTON                                        ,DC,USA                                               ,GRAND RAPIDS                                      ,MI,USA                                               ,AA,C,392,236.0000,134.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GRAND RAPIDSMI-GRR                                     ,10/01/2017,09/30/2018
6118,2018,BWI,GSO,WASHINGTON                                        ,DC,USA                                               ,GREENSBORO                                        ,NC,USA                                               ,AA,C,370,290.0000,165.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GREENSBORONC-GSO                                       ,10/01/2017,09/30/2018
6119,2018,BWI,GSP,WASHINGTON                                        ,DC,USA                                               ,GREENVILLE                                        ,SC,USA                                               ,AA,C,298,212.0000,120.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,GREENVILLESC-GSP                                       ,10/01/2017,09/30/2018
6120,2018,BWI,GTR,WASHINGTON                                        ,DC,USA                                               ,COLUMBUS                                          ,MS,USA                                               ,DL,C,133,526.0000,326.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,COLUMBUSMS-GTR                                         ,10/01/2017,09/30/2018
6121,2018,BWI,HRL,WASHINGTON                                        ,DC,USA                                               ,HARLINGEN                                         ,TX,USA                                               ,UA,C,92,239.0000,204.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,HARLINGENTX-HRL                                        ,10/01/2017,09/30/2018
6122,2018,BWI,ICT,WASHINGTON                                        ,DC,USA                                               ,WICHITA                                           ,KS,USA                                               ,AA,C,334,250.0000,142.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,WICHITAKS-ICT                                          ,10/01/2017,09/30/2018
6123,2018,BWI,IDA,WASHINGTON                                        ,DC,USA                                               ,IDAHO FALLS                                       ,ID,USA                                               ,UA,C,446,595.0000,298.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,IDAHO FALLSID-IDA                                      ,10/01/2017,09/30/2018
6124,2018,BWI,ILM,WASHINGTON                                        ,DC,USA                                               ,WILMINGTON                                        ,NC,USA                                               ,AA,C,163,297.0000,169.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,WILMINGTONNC-ILM                                       ,10/01/2017,09/30/2018
6125,2018,BWI,JAC,WASHINGTON                                        ,DC,USA                                               ,JACKSON HOLE                                      ,WY,USA                                               ,AA,C,75,342.0000,194.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,JACKSON HOLEWY-JAC                                     ,10/01/2017,09/30/2018
6126,2018,BWI,LAN,WASHINGTON                                        ,DC,USA                                               ,LANSING                                           ,MI,USA                                               ,UA,C,143,279.0000,140.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LANSINGMI-LAN                                          ,10/01/2017,09/30/2018
6128,2018,BWI,LBB,WASHINGTON                                        ,DC,USA                                               ,LUBBOCK                                           ,TX,USA                                               ,AA,C,314,333.0000,189.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LUBBOCKTX-LBB                                          ,10/01/2017,09/30/2018
6129,2018,BWI,LEX,WASHINGTON                                        ,DC,USA                                               ,LEXINGTON                                         ,KY,USA                                               ,AA,C,890,289.0000,164.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LEXINGTONKY-LEX                                        ,10/01/2017,09/30/2018
6131,2018,BWI,LGB,WASHINGTON                                        ,DC,USA                                               ,LOS ANGELES                                       ,CA,USA                                               ,DL,C,259,418.0000,221.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,LONG BEACH MUNICIPAL AIRPORT                                                                                  ,WASHINGTONDC-BWI                                       ,LOS ANGELESCA-LGB                                      ,10/01/2017,09/30/2018
6132,2018,BWI,LNK,WASHINGTON                                        ,DC,USA                                               ,LINCOLN                                           ,NE,USA                                               ,UA,C,258,398.0000,221.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LINCOLNNE-LNK                                          ,10/01/2017,09/30/2018
6133,2018,BWI,LRD,WASHINGTON                                        ,DC,USA                                               ,LAREDO                                            ,TX,USA                                               ,UA,C,77,306.0000,206.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LAREDOTX-LRD                                           ,10/01/2017,09/30/2018
6134,2018,BWI,LSE,WASHINGTON                                        ,DC,USA                                               ,LA CROSSE                                         ,WI,USA                                               ,DL,C,572,271.0000,180.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,LA CROSSEWI-LSE                                        ,10/01/2017,09/30/2018
6135,2018,BWI,MFE,WASHINGTON                                        ,DC,USA                                               ,MCALLEN                                           ,TX,USA                                               ,UA,C,218,277.0000,206.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MCALLENTX-MFE                                          ,10/01/2017,09/30/2018
6136,2018,BWI,MHK,WASHINGTON                                        ,DC,USA                                               ,MANHATTAN                                         ,KS,USA                                               ,AA,C,605,373.0000,212.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MANHATTANKS-MHK                                        ,10/01/2017,09/30/2018
6137,2018,BWI,MLB,WASHINGTON                                        ,DC,USA                                               ,MELBOURNE                                         ,FL,USA                                               ,AA,C,267,322.0000,183.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MELBOURNEFL-MLB                                        ,10/01/2017,09/30/2018
6138,2018,BWI,MOB,WASHINGTON                                        ,DC,USA                                               ,MOBILE                                            ,AL,USA                                               ,AA,C,713,234.0000,133.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MOBILEAL-MOB                                           ,10/01/2017,09/30/2018
6139,2018,BWI,MOT,WASHINGTON                                        ,DC,USA                                               ,MINOT                                             ,ND,USA                                               ,DL,C,156,792.0000,542.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MINOTND-MOT                                            ,10/01/2017,09/30/2018
6140,2018,BWI,MRY,WASHINGTON                                        ,DC,USA                                               ,MONTEREY                                          ,CA,USA                                               ,AA,C,799,375.0000,213.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MONTEREYCA-MRY                                         ,10/01/2017,09/30/2018
6141,2018,BWI,MSN,WASHINGTON                                        ,DC,USA                                               ,MADISON                                           ,WI,USA                                               ,UA,C,664,213.0000,144.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MADISONWI-MSN                                          ,10/01/2017,09/30/2018
6142,2018,BWI,MSO,WASHINGTON                                        ,DC,USA                                               ,MISSOULA                                          ,MT,USA                                               ,DL,C,271,476.0000,235.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,MISSOULAMT-MSO                                         ,10/01/2017,09/30/2018
6143,2018,BWI,OAJ,WASHINGTON                                        ,DC,USA                                               ,JACKSONVILLE                                      ,NC,USA                                               ,AA,C,610,309.0000,176.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,JACKSONVILLENC-OAJ                                     ,10/01/2017,09/30/2018
6144,2018,BWI,ONT,WASHINGTON                                        ,DC,USA                                               ,LOS ANGELES                                       ,CA,USA                                               ,WN,C,969,271.0000,177.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,ONTARIO INT'L AIRPORT                                                                                         ,WASHINGTONDC-BWI                                       ,LOS ANGELESCA-ONT                                      ,10/01/2017,09/30/2018
6145,2018,BWI,PBI,WASHINGTON                                        ,DC,USA                                               ,WEST PALM BEACH                                   ,FL,USA                                               ,UA,C,569,200.0000,165.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,WEST PALM BEACHFL-PBI                                  ,10/01/2017,09/30/2018
6147,2018,BWI,PIA,WASHINGTON                                        ,DC,USA                                               ,PEORIA                                            ,IL,USA                                               ,DL,C,121,208.0000,138.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,PEORIAIL-PIA                                           ,10/01/2017,09/30/2018
6148,2018,BWI,PSC,WASHINGTON                                        ,DC,USA                                               ,PASCO                                             ,WA,USA                                               ,AS,C,454,399.0000,199.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,PASCOWA-PSC                                            ,10/01/2017,09/30/2018
6149,2018,BWI,PSP,WASHINGTON                                        ,DC,USA                                               ,PALM SPRINGS                                      ,CA,USA                                               ,AA,C,498,340.0000,193.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,PALM SPRINGSCA-PSP                                     ,10/01/2017,09/30/2018
6150,2018,BWI,RAP,WASHINGTON                                        ,DC,USA                                               ,RAPID CITY                                        ,SD,USA                                               ,UA,C,407,368.0000,202.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,RAPID CITYSD-RAP                                       ,10/01/2017,09/30/2018
6152,2018,BWI,ROC,WASHINGTON                                        ,DC,USA                                               ,ROCHESTER                                         ,NY,USA                                               ,DL,C,706,241.0000,160.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,ROCHESTERNY-ROC                                        ,10/01/2017,09/30/2018
6153,2018,BWI,RSW,WASHINGTON                                        ,DC,USA                                               ,FT. MYERS                                         ,FL,USA                                               ,DL,C,511,279.0000,186.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FT. MYERSFL-RSW                                        ,10/01/2017,09/30/2018
6154,2018,BWI,SAF,WASHINGTON                                        ,DC,USA                                               ,SANTA FE                                          ,NM,USA                                               ,UA,C,85,367.0000,208.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SANTA FENM-SAF                                         ,10/01/2017,09/30/2018
6155,2018,BWI,SBA,WASHINGTON                                        ,DC,USA                                               ,SANTA BARBARA                                     ,CA,USA                                               ,AA,C,649,350.0000,199.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SANTA BARBARACA-SBA                                    ,10/01/2017,09/30/2018
6156,2018,BWI,SBN,WASHINGTON                                        ,DC,USA                                               ,SOUTH BEND                                        ,IN,USA                                               ,DL,C,71,343.0000,199.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SOUTH BENDIN-SBN                                       ,10/01/2017,09/30/2018
6157,2018,BWI,SBP,WASHINGTON                                        ,DC,USA                                               ,SAN LUIS OBISPO                                   ,CA,USA                                               ,UA,C,165,321.0000,230.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SAN LUIS OBISPOCA-SBP                                  ,10/01/2017,09/30/2018
6158,2018,BWI,SGF,WASHINGTON                                        ,DC,USA                                               ,SPRINGFIELD                                       ,MO,USA                                               ,AA,C,301,294.0000,167.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SPRINGFIELDMO-SGF                                      ,10/01/2017,09/30/2018
6159,2018,BWI,SHV,WASHINGTON                                        ,DC,USA                                               ,SHREVEPORT                                        ,LA,USA                                               ,AA,C,568,277.0000,157.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SHREVEPORTLA-SHV                                       ,10/01/2017,09/30/2018
6160,2018,BWI,SJT,WASHINGTON                                        ,DC,USA                                               ,SAN ANGELO                                        ,TX,USA                                               ,AA,C,631,397.0000,225.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SAN ANGELOTX-SJT                                       ,10/01/2017,09/30/2018
6162,2018,BWI,STT,WASHINGTON                                        ,DC,USA                                               ,ST. THOMAS                                        ,VI,USA                                               ,AA,C,87,291.0000,165.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,ST. THOMASVI-STT                                       ,10/01/2017,09/30/2018
6163,2018,BWI,SYR,WASHINGTON                                        ,DC,USA                                               ,SYRACUSE                                          ,NY,USA                                               ,UA,C,801,185.0000,105.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,SYRACUSENY-SYR                                         ,10/01/2017,09/30/2018
6164,2018,BWI,TLH,WASHINGTON                                        ,DC,USA                                               ,TALLAHASSEE                                       ,FL,USA                                               ,AA,C,436,261.0000,148.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,TALLAHASSEEFL-TLH                                      ,10/01/2017,09/30/2018
6165,2018,BWI,TRI,WASHINGTON                                        ,DC,USA                                               ,TRI-CITIES                                        ,TN,USA                                               ,AA,C,102,366.0000,208.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,TRI-CITIESTN-TRI                                       ,10/01/2017,09/30/2018
6166,2018,BWI,TUL,WASHINGTON                                        ,DC,USA                                               ,TULSA                                             ,OK,USA                                               ,AA,C,835,254.0000,144.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,TULSAOK-TUL                                            ,10/01/2017,09/30/2018
6167,2018,BWI,TVC,WASHINGTON                                        ,DC,USA                                               ,TRAVERSE CITY                                     ,MI,USA                                               ,AA,C,108,306.0000,174.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,TRAVERSE CITYMI-TVC                                    ,10/01/2017,09/30/2018
6168,2018,BWI,VLD,WASHINGTON                                        ,DC,USA                                               ,VALDOSTA                                          ,GA,USA                                               ,DL,C,241,518.0000,320.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,VALDOSTAGA-VLD                                         ,10/01/2017,09/30/2018
6169,2018,BWI,XNA,WASHINGTON                                        ,DC,USA                                               ,FAYETTEVILLE                                      ,AR,USA                                               ,AA,C,174,315.0000,179.0000,0.0000,BALTIMORE/WASHINGTON INT'L AIRPORT                                                                            ,                                                                                                              ,WASHINGTONDC-BWI                                       ,FAYETTEVILLEAR-XNA                                     ,10/01/2017,09/30/2018
6171,2018,BZN,IAD,BOZEMAN                                           ,MT,USA                                               ,WASHINGTON                                        ,DC,USA                                               ,AA,C,296,479.0000,272.0000,0.0000,                                                                                                              ,WASHINGTON DULLES INT'L AIRPORT                                                                               ,BOZEMANMT-BZN                                          ,WASHINGTONDC-IAD                                       ,10/01/2017,09/30/2018
